,user_id,POI_id,latitude,longitude,UTC_time,trajectory_id,localtime,norm_in_day_time,POI_catid,POI_catid_code,POI_catname
6,642,4ab966c3f964a5203c7f20e3,-73.9741214009634,40.75159143134631,2012-04-03 18:04:38+00:00,642_0,2012-04-03 13:04:38,0.544884,4bf58dd8d48988d100951735,1,NoCat
16,445,4b9830a5f964a520c73235e3,-73.94950923509141,40.82678953781387,2012-04-03 18:10:39+00:00,445_0,2012-04-03 13:10:39,0.549063,4bf58dd8d48988d100951735,1,NoCat
20,891,4ba8a9a9f964a5206ee539e3,-74.0758752822876,40.88302032878746,2012-04-03 18:12:09+00:00,891_0,2012-04-03 13:12:09,0.550104,4bf58dd8d48988d100951735,1,NoCat
24,699,4ba0e0edf964a520138437e3,-73.98891,40.736676,2012-04-03 18:13:21+00:00,699_0,2012-04-03 13:13:21,0.550937,4bf58dd8d48988d100951735,1,NoCat
26,642,4d9a2f78d97ba1430b43336b,-73.971854320252,40.75230660947181,2012-04-03 18:14:21+00:00,642_0,2012-04-03 13:14:21,0.551632,4bf58dd8d48988d100951735,1,NoCat
32,445,4b3a8e5df964a520d86925e3,-73.95039081573486,40.82650767315227,2012-04-03 18:16:10+00:00,445_0,2012-04-03 13:16:10,0.552894,4bf58dd8d48988d100951735,1,NoCat
35,1032,4bf5cedf4d5f20a1833d98fe,-74.1507625579834,40.90105786688402,2012-04-03 18:18:54+00:00,1032_0,2012-04-03 13:18:54,0.554792,4bf58dd8d48988d100951735,1,NoCat
46,751,49b15042f964a520d4521fe3,-74.007306,40.727612,2012-04-03 18:24:51+00:00,751_0,2012-04-03 13:24:51,0.558924,4bf58dd8d48988d100951735,1,NoCat
48,889,4c79b79381bca093e689fe14,-73.99688829591487,40.92431190858341,2012-04-03 18:26:46+00:00,889_0,2012-04-03 13:26:46,0.560255,4bf58dd8d48988d100951735,1,NoCat
60,318,4b093cd0f964a520db1423e3,-73.99068832397461,40.75099579556285,2012-04-03 18:36:56+00:00,318_0,2012-04-03 13:36:56,0.567315,4bf58dd8d48988d100951735,1,NoCat
69,458,4b298573f964a52050a024e3,-73.98732159326325,40.69541297284045,2012-04-03 18:42:32+00:00,458_0,2012-04-03 13:42:32,0.571204,4bf58dd8d48988d100951735,1,NoCat
71,445,4c1d0f98c09ed13ad4c5828e,-73.93786213355276,40.80463955350257,2012-04-03 18:44:07+00:00,445_0,2012-04-03 13:44:07,0.572303,4bf58dd8d48988d100951735,1,NoCat
