,user_id,POI_id,latitude,longitude,UTC_time,trajectory_id,localtime,norm_in_day_time,POI_catid,POI_catid_code,POI_catname
1,979,4a43c0aef964a520c6a61fe3,-74.04416981025437,40.60679958140643,2012-04-03 18:00:25+00:00,979_0,2012-04-03 13:00:25,0.541956,4bf58dd8d48988d100951735,1,NoCat
6,642,4ab966c3f964a5203c7f20e3,-73.9741214009634,40.75159143134631,2012-04-03 18:04:38+00:00,642_0,2012-04-03 13:04:38,0.544884,4bf58dd8d48988d100951735,1,NoCat
8,428,4ce1863bc4f6a35d8bd2db6c,-74.03588760058483,40.61915106755737,2012-04-03 18:06:18+00:00,428_0,2012-04-03 13:06:18,0.546042,4bf58dd8d48988d100951735,1,NoCat
20,891,4ba8a9a9f964a5206ee539e3,-74.0758752822876,40.88302032878746,2012-04-03 18:12:09+00:00,891_0,2012-04-03 13:12:09,0.550104,4bf58dd8d48988d100951735,1,NoCat
23,803,4c955b3558d4b60c06d03129,-74.00367709397945,40.76067264603736,2012-04-03 18:13:12+00:00,803_0,2012-04-03 13:13:12,0.550833,4bf58dd8d48988d100951735,1,NoCat
26,642,4d9a2f78d97ba1430b43336b,-73.971854320252,40.75230660947181,2012-04-03 18:14:21+00:00,642_0,2012-04-03 13:14:21,0.551632,4bf58dd8d48988d100951735,1,NoCat
48,889,4c79b79381bca093e689fe14,-73.99688829591487,40.92431190858341,2012-04-03 18:26:46+00:00,889_0,2012-04-03 13:26:46,0.560255,4bf58dd8d48988d100951735,1,NoCat
63,281,4c17d9974ff90f47a9890d49,-74.15280867121942,40.74710920467287,2012-04-03 18:39:34+00:00,281_0,2012-04-03 13:39:34,0.569144,4bf58dd8d48988d100951735,1,NoCat
69,458,4b298573f964a52050a024e3,-73.98732159326325,40.69541297284045,2012-04-03 18:42:32+00:00,458_0,2012-04-03 13:42:32,0.571204,4bf58dd8d48988d100951735,1,NoCat
77,752,4b55ec3bf964a520aaf627e3,-74.19723987579346,40.86283581665962,2012-04-03 18:49:59+00:00,752_0,2012-04-03 13:49:59,0.576377,4bf58dd8d48988d100951735,1,NoCat
78,713,4a7a0832f964a5203ce81fe3,-73.982692,40.745245,2012-04-03 18:51:03+00:00,713_0,2012-04-03 13:51:03,0.577118,4bf58dd8d48988d100951735,1,NoCat
81,803,4c56f9ad30d82d7f3cbcd862,-73.98325258717293,40.746976519995165,2012-04-03 18:56:09+00:00,803_0,2012-04-03 13:56:09,0.580660,4bf58dd8d48988d100951735,1,NoCat
82,895,4d4de33cd6f3224bca73a1a6,-73.78237724304199,40.91192343390238,2012-04-03 18:57:40+00:00,895_0,2012-04-03 13:57:40,0.581713,4bf58dd8d48988d100951735,1,NoCat
100,713,45c76421f964a52066421fe3,-73.98373696088365,40.744044646949455,2012-04-03 19:09:49+00:00,713_0,2012-04-03 14:09:49,0.590150,4bf58dd8d48988d100951735,1,NoCat
101,706,4cd1a3d601eaf04db979bf5d,-73.74452479795166,40.67755881343268,2012-04-03 19:11:04+00:00,706_0,2012-04-03 14:11:04,0.591019,4bf58dd8d48988d100951735,1,NoCat
106,706,4c3a1d102c8020a1f9d58d00,-73.76161876452181,40.68006413170521,2012-04-03 19:14:34+00:00,706_0,2012-04-03 14:14:34,0.593449,4bf58dd8d48988d100951735,1,NoCat
107,706,4bbfcfd3461576b0d4487932,-73.76331,40.68083,2012-04-03 19:15:04+00:00,706_0,2012-04-03 14:15:04,0.593796,4bf58dd8d48988d100951735,1,NoCat
134,292,4a3d4aecf964a52012a21fe3,-73.97652626037598,40.758505337427664,2012-04-03 19:33:21+00:00,292_0,2012-04-03 14:33:21,0.606493,4bf58dd8d48988d100951735,1,NoCat
153,562,4ddfe92e8877e0877e661125,-73.87670483270945,40.89621269901943,2012-04-03 19:45:22+00:00,562_0,2012-04-03 14:45:22,0.614838,4bf58dd8d48988d100951735,1,NoCat
159,281,4d0a9b2f27f8a35dd0432713,-74.15257036685944,40.747048,2012-04-03 19:50:48+00:00,281_0,2012-04-03 14:50:48,0.618611,4bf58dd8d48988d100951735,1,NoCat
168,288,42829c80f964a5206a221fe3,-73.97717535495758,40.75280620914171,2012-04-03 19:54:55+00:00,288_0,2012-04-03 14:54:55,0.621470,4bf58dd8d48988d100951735,1,NoCat
172,562,4b8fbf80f964a5202a6033e3,-73.873511,40.841927,2012-04-03 20:00:37+00:00,562_0,2012-04-03 15:00:37,0.625428,4bf58dd8d48988d100951735,1,NoCat
186,184,4a06f10df964a5200c731fe3,-73.98104874535339,40.72098907275997,2012-04-03 20:05:56+00:00,184_0,2012-04-03 15:05:56,0.629120,4bf58dd8d48988d100951735,1,NoCat
185,184,4a06f10df964a5200c731fe3,-73.98104874535339,40.72098907275997,2012-04-03 20:05:56+00:00,184_0,2012-04-03 15:05:56,0.629120,4bf58dd8d48988d100951735,1,NoCat
