,Unnamed: 0,POI_id,trajectory_id,norm_in_day_time,user_id,latitude,longitude,UTC_time,localtime,POI_catid,POI_catid_code,POI_catname
0,3,4b08c6faf964a5201f1223e3,181_1,0.5,,,,,,,,
1,4,4ad68321f964a5208e0721e3,181_1,0.5,,,,,,,,
2,5,49c9439bf964a5204e581fe3,181_1,0.5,,,,,,,,
3,9,4c44d61e429a0f478050491e,181_3,0.5,,,,,,,,
4,10,4aa68df2f964a5202a4a20e3,181_3,0.5,,,,,,,,
5,11,4aff3636f964a520ed3522e3,181_3,0.5,,,,,,,,
6,12,4b33d4c5f964a5201a2025e3,181_4,0.5,,,,,,,,
7,13,449955b7f964a52093341fe3,181_4,0.5,,,,,,,,
8,14,4bcb05dc0687ef3bcde2dccc,181_4,0.5,,,,,,,,
9,15,4b24227df964a520ea6124e3,181_5,0.5,,,,,,,,
10,16,4bcb54a23740b7132e426265,181_5,0.5,,,,,,,,
11,17,4a65a823f964a5208cc71fe3,181_5,0.5,,,,,,,,
12,21,4a83080ff964a520e1f91fe3,181_7,0.5,,,,,,,,
13,22,4c9285e26cfea093756eb28b,181_7,0.5,,,,,,,,
14,23,4be43a08bcef2d7f9b3a02e5,181_7,0.5,,,,,,,,
15,39,4e677ea014952e0a12e7db30,181_13,0.5,,,,,,,,
16,40,4bc0de0674a9a593e4d8d0f6,181_13,0.5,,,,,,,,
17,41,4b7831d2f964a5205ebb2ee3,181_13,0.5,,,,,,,,
18,42,3fd66200f964a52000e71ee3,181_14,0.5,,,,,,,,
19,43,4af8b51bf964a5204c0f22e3,181_14,0.5,,,,,,,,
20,44,4aedc59af964a520c3ce21e3,181_14,0.5,,,,,,,,
21,51,4dd27f5c1f6ef5f6ccd5df9c,181_17,0.5,,,,,,,,
22,52,4a7717adf964a5208ee31fe3,181_17,0.5,,,,,,,,
23,53,4e2de053a8092ca5c37048b0,181_17,0.5,,,,,,,,
24,57,4d44eb661b62b1f78069f8e2,181_19,0.5,,,,,,,,
25,58,4add0473f964a520836321e3,181_19,0.5,,,,,,,,
26,59,42911d00f964a520f5231fe3,181_19,0.5,,,,,,,,
27,60,4bddb1eee75c0f471e39c503,181_20,0.5,,,,,,,,
28,61,4ab912baf964a520e77d20e3,181_20,0.5,,,,,,,,
29,62,4b72b08df964a520e3832de3,181_20,0.5,,,,,,,,
30,69,4eeb57b62c5beea6205603d8,181_23,0.5,,,,,,,,
31,70,49e79ffdf964a520e3641fe3,181_23,0.5,,,,,,,,
32,71,4c7d8ca0b53db1f757829d11,181_23,0.5,,,,,,,,
33,72,412e7980f964a520f80c1fe3,181_24,0.5,,,,,,,,
34,73,4a70ef9cf964a520d0d81fe3,181_24,0.5,,,,,,,,
35,74,4ae8915df964a52079b021e3,181_24,0.5,,,,,,,,
36,78,4f8cacdbe4b0af04c3918a11,181_26,0.5,,,,,,,,
37,79,4b97bb2cf964a520541235e3,181_26,0.5,,,,,,,,
38,80,4de23e57e4cd056f743ea6f3,181_26,0.5,,,,,,,,
39,81,4ae6f117f964a520a6a721e3,181_27,0.5,,,,,,,,
40,82,4eddb3bc30f83fb7a09041b2,181_27,0.5,,,,,,,,
41,83,4bb52e252ea19521bd20aa2f,181_27,0.5,,,,,,,,
42,84,4081c500f964a52081f21ee3,181_28,0.5,,,,,,,,
43,85,4bb7d95153649c74916146fb,181_28,0.5,,,,,,,,
44,86,4f2061d7e4b089ad65f8c158,181_28,0.5,,,,,,,,
45,87,4c40d709a48d9c74ab6c0c40,181_29,0.5,,,,,,,,
46,88,4b92dc22f964a520432234e3,181_29,0.5,,,,,,,,
47,89,4c0872116071a5936962dc32,181_29,0.5,,,,,,,,
48,93,4f61aa6310812ca122be0fc1,181_31,0.5,,,,,,,,
49,94,4b92e9f1f964a5208a2634e3,181_31,0.5,,,,,,,,
50,95,3fd66200f964a52028e41ee3,181_31,0.5,,,,,,,,
51,102,40bbc700f964a520a2001fe3,181_34,0.5,,,,,,,,
52,103,4b609138f964a5200cee29e3,181_34,0.5,,,,,,,,
53,104,49d3d4a7f964a5201a5c1fe3,181_34,0.5,,,,,,,,
54,105,4edd2f0102d5244e33c13b05,181_35,0.5,,,,,,,,
55,106,4be37fa5b02ec9b6b6d64fc0,181_35,0.5,,,,,,,,
56,107,4e275a6d1f6e88a154577bf0,181_35,0.5,,,,,,,,
57,108,3fd66200f964a520bbe91ee3,181_36,0.5,,,,,,,,
58,109,4b2ac07af964a520ecae24e3,181_36,0.5,,,,,,,,
59,110,4ba8b4fdf964a5209ee839e3,181_36,0.5,,,,,,,,
60,111,4f665eb1e4b0cded5e3e6e7d,181_37,0.5,,,,,,,,
61,112,4e838ce193ad6c49304782dc,181_37,0.5,,,,,,,,
62,113,4d9a8aa6422ea1cd98f6e84c,181_37,0.5,,,,,,,,
63,114,477a3514f964a520214d1fe3,181_38,0.5,,,,,,,,
64,115,4f612184e4b01b3ebd898091,181_38,0.5,,,,,,,,
65,116,4b3bef0df964a520bb7e25e3,181_38,0.5,,,,,,,,
66,117,4b2c7911f964a52044c724e3,181_39,0.5,,,,,,,,
67,118,4af1fd6ff964a520fbe421e3,181_39,0.5,,,,,,,,
68,119,4ad684abf964a520970721e3,181_39,0.5,,,,,,,,
69,123,4c4f5881eaa1be9abdf1c345,181_41,0.5,,,,,,,,
70,124,4a663f7cf964a52046c81fe3,181_41,0.5,,,,,,,,
71,125,4e3156877d8b9b256bca1e42,181_41,0.5,,,,,,,,
72,126,4b85a31cf964a520296a31e3,181_42,0.5,,,,,,,,
73,127,3fd66200f964a520d8f11ee3,181_42,0.5,,,,,,,,
74,128,49d77d4df964a5202a5d1fe3,181_42,0.5,,,,,,,,
75,129,4b300112f964a52040f424e3,181_43,0.5,,,,,,,,
76,130,4adcf849f964a5200c6321e3,181_43,0.5,,,,,,,,
77,131,4c81086adc018cfaa883c16c,181_43,0.5,,,,,,,,
78,132,4a9fc4fbf964a520493d20e3,181_44,0.5,,,,,,,,
79,133,4cb1fa623f0676b0a417fd0c,181_44,0.5,,,,,,,,
80,134,4f070dd8e4b0ad9c23b7ea01,181_44,0.5,,,,,,,,
81,135,4e666a5f227168062a3b81bc,181_45,0.5,,,,,,,,
82,136,4fbfe16ae4b05190680fe0b1,181_45,0.5,,,,,,,,
83,137,4a3304bcf964a520f29a1fe3,181_45,0.5,,,,,,,,
84,138,4b14699bf964a520c7a223e3,181_46,0.5,,,,,,,,
85,139,4cbc63b976ad9c7435e5e7cb,181_46,0.5,,,,,,,,
86,140,4fc6d424e4b08f659ecd5278,181_46,0.5,,,,,,,,
87,144,4b0800f9f964a5202a0223e3,181_48,0.5,,,,,,,,
88,145,4b4c2b57f964a52029af26e3,181_48,0.5,,,,,,,,
89,146,3fd66200f964a52065eb1ee3,181_48,0.5,,,,,,,,
90,147,4b7e11c2f964a5209ce12fe3,181_49,0.5,,,,,,,,
91,148,4b8ca10bf964a520c5d832e3,181_49,0.5,,,,,,,,
92,149,40cf8d80f964a52033011fe3,181_49,0.5,,,,,,,,
93,150,4f13f57d6d863f284d122cae,181_50,0.5,,,,,,,,
94,151,49e4a769f964a52015631fe3,181_50,0.5,,,,,,,,
95,152,4cdd4782df986ea8d785d416,181_50,0.5,,,,,,,,
96,153,452d6886f964a5204a3b1fe3,181_51,0.5,,,,,,,,
97,154,4b0e1598f964a520c85423e3,181_51,0.5,,,,,,,,
98,155,43e46531f964a520e82e1fe3,181_51,0.5,,,,,,,,
99,159,4f0ba727e4b0261c937b8781,181_53,0.5,,,,,,,,
100,160,4acfd8bef964a52069d620e3,181_53,0.5,,,,,,,,
101,161,4ad8add6f964a520a61321e3,181_53,0.5,,,,,,,,
102,162,4f67c6d5e4b0e34eb630101a,181_54,0.5,,,,,,,,
103,163,4c1290c98aedd13a88515137,181_54,0.5,,,,,,,,
104,164,4ee2b3caf9ab478e59c076b0,181_54,0.5,,,,,,,,
105,165,4edca47446907c1b45463ea5,181_55,0.5,,,,,,,,
106,166,4aa5c657f964a5206d4920e3,181_55,0.5,,,,,,,,
107,167,5046a0bee4b0eecee32ad142,181_55,0.5,,,,,,,,
108,168,4f5907cce4b08e27a131e60f,181_56,0.5,,,,,,,,
109,169,4af390e7f964a520a5ee21e3,181_56,0.5,,,,,,,,
110,170,4aee3aa5f964a5201bd321e3,181_56,0.5,,,,,,,,
111,174,49d675c5f964a520d15c1fe3,181_58,0.5,,,,,,,,
112,175,42f00900f964a520b9261fe3,181_58,0.5,,,,,,,,
113,176,4c726993ad69b60cdc5183b9,181_58,0.5,,,,,,,,
114,177,4a652404f964a5205ec71fe3,181_59,0.5,,,,,,,,
115,178,4c5049b8f080a5932e9143e2,181_59,0.5,,,,,,,,
116,179,4b2d93a9f964a5201fd924e3,181_59,0.5,,,,,,,,
117,183,4e54305d22710ebb5a878664,181_61,0.5,,,,,,,,
118,184,4f05d6a1e3002adb76a57deb,181_61,0.5,,,,,,,,
119,185,4b992b04f964a520726635e3,181_61,0.5,,,,,,,,
120,186,4bcc4cee3740b7132dba6365,181_62,0.5,,,,,,,,
121,187,4a3c2132f964a52022a11fe3,181_62,0.5,,,,,,,,
122,188,4acec156f964a520d3d120e3,181_62,0.5,,,,,,,,
123,192,4e34cda5c65b2313e2877d7d,181_64,0.5,,,,,,,,
124,193,4b7f1473f964a520fb1430e3,181_64,0.5,,,,,,,,
125,194,4b4259d1f964a5201fd225e3,181_64,0.5,,,,,,,,
126,195,4b4f3d64f964a5206cfe26e3,964_65,0.5,,,,,,,,
127,196,49bed279f964a520e4541fe3,964_65,0.5,,,,,,,,
128,197,4d5f4ab6865a224b7c369d85,964_65,0.5,,,,,,,,
129,198,4b71f6d2f964a52012672de3,964_66,0.5,,,,,,,,
130,199,4c178be559cc2d7f1fc75287,964_66,0.5,,,,,,,,
131,200,4d5895ca16146a3169b15dc1,964_66,0.5,,,,,,,,
132,201,502e6bb9e4b00d67ee187a29,964_67,0.5,,,,,,,,
133,202,4b5c8c80f964a520ea3529e3,964_67,0.5,,,,,,,,
134,203,48c91543f964a520e4511fe3,964_67,0.5,,,,,,,,
135,204,4c066dde1cead13a9bd4a1db,964_68,0.5,,,,,,,,
136,205,4a43bcb7f964a520bba61fe3,964_68,0.5,,,,,,,,
137,206,4f628d17e4b0ce431b69bafc,964_68,0.5,,,,,,,,
138,210,4fa86af4e4b04e4b0676ad8c,1039_70,0.5,,,,,,,,
139,211,4ee6e1970e61681b98844283,1039_70,0.5,,,,,,,,
140,212,4ac4efbff964a520a79f20e3,1039_70,0.5,,,,,,,,
