,user_id,POI_id,latitude,longitude,UTC_time,trajectory_id,localtime,norm_in_day_time,POI_catid,POI_catid_code,POI_catname
6,642,4ab966c3f964a5203c7f20e3,-73.9741214009634,40.75159143134631,2012-04-03 18:04:38+00:00,642_0,2012-04-03 13:04:38,0.544884,4bf58dd8d48988d100951735,1,NoCat
8,428,4ce1863bc4f6a35d8bd2db6c,-74.03588760058483,40.61915106755737,2012-04-03 18:06:18+00:00,428_0,2012-04-03 13:06:18,0.546042,4bf58dd8d48988d100951735,1,NoCat
16,445,4b9830a5f964a520c73235e3,-73.94950923509141,40.82678953781387,2012-04-03 18:10:39+00:00,445_0,2012-04-03 13:10:39,0.549063,4bf58dd8d48988d100951735,1,NoCat
23,803,4c955b3558d4b60c06d03129,-74.00367709397945,40.76067264603736,2012-04-03 18:13:12+00:00,803_0,2012-04-03 13:13:12,0.550833,4bf58dd8d48988d100951735,1,NoCat
24,699,4ba0e0edf964a520138437e3,-73.98891,40.736676,2012-04-03 18:13:21+00:00,699_0,2012-04-03 13:13:21,0.550937,4bf58dd8d48988d100951735,1,NoCat
26,642,4d9a2f78d97ba1430b43336b,-73.971854320252,40.75230660947181,2012-04-03 18:14:21+00:00,642_0,2012-04-03 13:14:21,0.551632,4bf58dd8d48988d100951735,1,NoCat
32,445,4b3a8e5df964a520d86925e3,-73.95039081573486,40.82650767315227,2012-04-03 18:16:10+00:00,445_0,2012-04-03 13:16:10,0.552894,4bf58dd8d48988d100951735,1,NoCat
60,318,4b093cd0f964a520db1423e3,-73.99068832397461,40.75099579556285,2012-04-03 18:36:56+00:00,318_0,2012-04-03 13:36:56,0.567315,4bf58dd8d48988d100951735,1,NoCat
63,281,4c17d9974ff90f47a9890d49,-74.15280867121942,40.74710920467287,2012-04-03 18:39:34+00:00,281_0,2012-04-03 13:39:34,0.569144,4bf58dd8d48988d100951735,1,NoCat
71,445,4c1d0f98c09ed13ad4c5828e,-73.93786213355276,40.80463955350257,2012-04-03 18:44:07+00:00,445_0,2012-04-03 13:44:07,0.572303,4bf58dd8d48988d100951735,1,NoCat
77,752,4b55ec3bf964a520aaf627e3,-74.19723987579346,40.86283581665962,2012-04-03 18:49:59+00:00,752_0,2012-04-03 13:49:59,0.576377,4bf58dd8d48988d100951735,1,NoCat
81,803,4c56f9ad30d82d7f3cbcd862,-73.98325258717293,40.746976519995165,2012-04-03 18:56:09+00:00,803_0,2012-04-03 13:56:09,0.580660,4bf58dd8d48988d100951735,1,NoCat
82,895,4d4de33cd6f3224bca73a1a6,-73.78237724304199,40.91192343390238,2012-04-03 18:57:40+00:00,895_0,2012-04-03 13:57:40,0.581713,4bf58dd8d48988d100951735,1,NoCat
83,1012,4c62bfd0e1621b8dfe232453,-73.83147239685059,40.75951304689015,2012-04-03 18:57:46+00:00,1012_0,2012-04-03 13:57:46,0.581782,4bf58dd8d48988d100951735,1,NoCat
101,706,4cd1a3d601eaf04db979bf5d,-73.74452479795166,40.67755881343268,2012-04-03 19:11:04+00:00,706_0,2012-04-03 14:11:04,0.591019,4bf58dd8d48988d100951735,1,NoCat
106,706,4c3a1d102c8020a1f9d58d00,-73.76161876452181,40.68006413170521,2012-04-03 19:14:34+00:00,706_0,2012-04-03 14:14:34,0.593449,4bf58dd8d48988d100951735,1,NoCat
107,706,4bbfcfd3461576b0d4487932,-73.76331,40.68083,2012-04-03 19:15:04+00:00,706_0,2012-04-03 14:15:04,0.593796,4bf58dd8d48988d100951735,1,NoCat
