,user_id,POI_id,latitude,longitude,UTC_time,trajectory_id,localtime,norm_in_day_time,POI_catid,POI_catid_code,POI_catname
16,445,4b9830a5f964a520c73235e3,-73.94950923509141,40.82678953781387,2012-04-03 18:10:39+00:00,445_0,2012-04-03 13:10:39,0.549063,4bf58dd8d48988d100951735,1,NoCat
20,891,4ba8a9a9f964a5206ee539e3,-74.0758752822876,40.88302032878746,2012-04-03 18:12:09+00:00,891_0,2012-04-03 13:12:09,0.550104,4bf58dd8d48988d100951735,1,NoCat
24,699,4ba0e0edf964a520138437e3,-73.98891,40.736676,2012-04-03 18:13:21+00:00,699_0,2012-04-03 13:13:21,0.550937,4bf58dd8d48988d100951735,1,NoCat
32,445,4b3a8e5df964a520d86925e3,-73.95039081573486,40.82650767315227,2012-04-03 18:16:10+00:00,445_0,2012-04-03 13:16:10,0.552894,4bf58dd8d48988d100951735,1,NoCat
35,1032,4bf5cedf4d5f20a1833d98fe,-74.1507625579834,40.90105786688402,2012-04-03 18:18:54+00:00,1032_0,2012-04-03 13:18:54,0.554792,4bf58dd8d48988d100951735,1,NoCat
46,751,49b15042f964a520d4521fe3,-74.007306,40.727612,2012-04-03 18:24:51+00:00,751_0,2012-04-03 13:24:51,0.558924,4bf58dd8d48988d100951735,1,NoCat
71,445,4c1d0f98c09ed13ad4c5828e,-73.93786213355276,40.80463955350257,2012-04-03 18:44:07+00:00,445_0,2012-04-03 13:44:07,0.572303,4bf58dd8d48988d100951735,1,NoCat
78,713,4a7a0832f964a5203ce81fe3,-73.982692,40.745245,2012-04-03 18:51:03+00:00,713_0,2012-04-03 13:51:03,0.577118,4bf58dd8d48988d100951735,1,NoCat
82,895,4d4de33cd6f3224bca73a1a6,-73.78237724304199,40.91192343390238,2012-04-03 18:57:40+00:00,895_0,2012-04-03 13:57:40,0.581713,4bf58dd8d48988d100951735,1,NoCat
100,713,45c76421f964a52066421fe3,-73.98373696088365,40.744044646949455,2012-04-03 19:09:49+00:00,713_0,2012-04-03 14:09:49,0.590150,4bf58dd8d48988d100951735,1,NoCat
112,1055,4c0b32d37e3fc928650bf582,-73.95678520202637,40.77352187640244,2012-04-03 19:18:05+00:00,1055_0,2012-04-03 14:18:05,0.595891,4bf58dd8d48988d100951735,1,NoCat
116,445,4cd544d894848cfa6a0de5b1,-73.88307005845945,40.824777351716186,2012-04-03 19:20:46+00:00,445_0,2012-04-03 14:20:46,0.597755,4bf58dd8d48988d100951735,1,NoCat
118,784,4b422afbf964a5200bce25e3,-73.95202340155454,40.58532514916689,2012-04-03 19:21:00+00:00,784_0,2012-04-03 14:21:00,0.597917,4bf58dd8d48988d100951735,1,NoCat
128,615,40abf500f964a52035f31ee3,-73.99764060974121,40.73083612189599,2012-04-03 19:29:18+00:00,615_0,2012-04-03 14:29:18,0.603681,4bf58dd8d48988d100951735,1,NoCat
136,16,4459d2f1f964a520d7321fe3,-74.17938709259033,40.68968493541091,2012-04-03 19:33:58+00:00,16_0,2012-04-03 14:33:58,0.606921,4bf58dd8d48988d100951735,1,NoCat
149,272,4f318c84e5e8657f88d830ac,-73.79252672195435,40.725730202803845,2012-04-03 19:42:24+00:00,272_0,2012-04-03 14:42:24,0.612778,4bf58dd8d48988d100951735,1,NoCat
167,1055,4b2da0ddf964a520c9d924e3,-73.97335052490234,40.78911988122579,2012-04-03 19:54:11+00:00,1055_0,2012-04-03 14:54:11,0.620961,4bf58dd8d48988d100951735,1,NoCat
217,246,4a34038ef964a520929b1fe3,-73.96677374839783,40.761471535292976,2012-04-03 20:26:32+00:00,246_0,2012-04-03 15:26:32,0.643426,4bf58dd8d48988d100951735,1,NoCat
220,615,4e300d723151250387b61125,-73.98415714502335,40.72634864558351,2012-04-03 20:27:44+00:00,615_0,2012-04-03 15:27:44,0.644259,4bf58dd8d48988d100951735,1,NoCat
