,user_id,POI_id,latitude,longitude,UTC_time,trajectory_id,localtime,norm_in_day_time,POI_catid,POI_catid_code,POI_catname
1,979,4a43c0aef964a520c6a61fe3,-74.04416981025437,40.60679958140643,2012-04-03 18:00:25+00:00,979_0,2012-04-03 13:00:25,0.541956,4bf58dd8d48988d100951735,1,NoCat
6,642,4ab966c3f964a5203c7f20e3,-73.9741214009634,40.75159143134631,2012-04-03 18:04:38+00:00,642_0,2012-04-03 13:04:38,0.544884,4bf58dd8d48988d100951735,1,NoCat
8,428,4ce1863bc4f6a35d8bd2db6c,-74.03588760058483,40.61915106755737,2012-04-03 18:06:18+00:00,428_0,2012-04-03 13:06:18,0.546042,4bf58dd8d48988d100951735,1,NoCat
26,642,4d9a2f78d97ba1430b43336b,-73.971854320252,40.75230660947181,2012-04-03 18:14:21+00:00,642_0,2012-04-03 13:14:21,0.551632,4bf58dd8d48988d100951735,1,NoCat
60,318,4b093cd0f964a520db1423e3,-73.99068832397461,40.75099579556285,2012-04-03 18:36:56+00:00,318_0,2012-04-03 13:36:56,0.567315,4bf58dd8d48988d100951735,1,NoCat
63,281,4c17d9974ff90f47a9890d49,-74.15280867121942,40.74710920467287,2012-04-03 18:39:34+00:00,281_0,2012-04-03 13:39:34,0.569144,4bf58dd8d48988d100951735,1,NoCat
69,458,4b298573f964a52050a024e3,-73.98732159326325,40.69541297284045,2012-04-03 18:42:32+00:00,458_0,2012-04-03 13:42:32,0.571204,4bf58dd8d48988d100951735,1,NoCat
78,713,4a7a0832f964a5203ce81fe3,-73.982692,40.745245,2012-04-03 18:51:03+00:00,713_0,2012-04-03 13:51:03,0.577118,4bf58dd8d48988d100951735,1,NoCat
100,713,45c76421f964a52066421fe3,-73.98373696088365,40.744044646949455,2012-04-03 19:09:49+00:00,713_0,2012-04-03 14:09:49,0.590150,4bf58dd8d48988d100951735,1,NoCat
128,615,40abf500f964a52035f31ee3,-73.99764060974121,40.73083612189599,2012-04-03 19:29:18+00:00,615_0,2012-04-03 14:29:18,0.603681,4bf58dd8d48988d100951735,1,NoCat
133,173,4f67c6d5e4b0e34eb630101a,-73.88307005845945,40.75568181015381,2012-04-03 19:30:41+00:00,173_0,2012-04-03 14:30:41,0.604641,4bf58dd8d48988d100951735,1,NoCat
134,292,4a3d4aecf964a52012a21fe3,-73.97652626037598,40.758505337427664,2012-04-03 19:33:21+00:00,292_0,2012-04-03 14:33:21,0.606493,4bf58dd8d48988d100951735,1,NoCat
149,272,4f318c84e5e8657f88d830ac,-73.79252672195435,40.725730202803845,2012-04-03 19:42:24+00:00,272_0,2012-04-03 14:42:24,0.612778,4bf58dd8d48988d100951735,1,NoCat
153,562,4ddfe92e8877e0877e661125,-73.87670483270945,40.89621269901943,2012-04-03 19:45:22+00:00,562_0,2012-04-03 14:45:22,0.614838,4bf58dd8d48988d100951735,1,NoCat
159,281,4d0a9b2f27f8a35dd0432713,-74.15257036685944,40.747048,2012-04-03 19:50:48+00:00,281_0,2012-04-03 14:50:48,0.618611,4bf58dd8d48988d100951735,1,NoCat
168,288,42829c80f964a5206a221fe3,-73.97717535495758,40.75280620914171,2012-04-03 19:54:55+00:00,288_0,2012-04-03 14:54:55,0.621470,4bf58dd8d48988d100951735,1,NoCat
169,335,4b93d226f964a520625334e3,-73.92295351101858,40.664795945581965,2012-04-03 19:57:44+00:00,335_0,2012-04-03 14:57:44,0.623426,4bf58dd8d48988d100951735,1,NoCat
170,335,4df2f04dd4c01ff6b2eaca87,-73.91474954903893,40.66421141550086,2012-04-03 19:58:01+00:00,335_0,2012-04-03 14:58:01,0.623623,4bf58dd8d48988d100951735,1,NoCat
172,562,4b8fbf80f964a5202a6033e3,-73.873511,40.841927,2012-04-03 20:00:37+00:00,562_0,2012-04-03 15:00:37,0.625428,4bf58dd8d48988d100951735,1,NoCat
186,184,4a06f10df964a5200c731fe3,-73.98104874535339,40.72098907275997,2012-04-03 20:05:56+00:00,184_0,2012-04-03 15:05:56,0.629120,4bf58dd8d48988d100951735,1,NoCat
185,184,4a06f10df964a5200c731fe3,-73.98104874535339,40.72098907275997,2012-04-03 20:05:56+00:00,184_0,2012-04-03 15:05:56,0.629120,4bf58dd8d48988d100951735,1,NoCat
189,562,4ec36fc4754a58e0f97f1766,-73.87893676757812,40.83991796598711,2012-04-03 20:07:48+00:00,562_0,2012-04-03 15:07:48,0.630417,4bf58dd8d48988d100951735,1,NoCat
193,65,4d66b1ef84f28cfa548a6e69,-73.992149,40.80494,2012-04-03 20:09:55+00:00,65_0,2012-04-03 15:09:55,0.631887,4bf58dd8d48988d100951735,1,NoCat
197,267,4e2bada17d8b7deda6d3fda6,-73.82876808947316,40.87097828520945,2012-04-03 20:11:28+00:00,267_0,2012-04-03 15:11:28,0.632963,4bf58dd8d48988d100951735,1,NoCat
