,user_id,POI_id,latitude,longitude,UTC_time,trajectory_id,localtime,norm_in_day_time,POI_catid,POI_catid_code,POI_catname
1,979,4a43c0aef964a520c6a61fe3,-74.04416981025437,40.60679958140643,2012-04-03 18:00:25+00:00,979_0,2012-04-03 13:00:25,0.541956,4bf58dd8d48988d100951735,1,NoCat
6,642,4ab966c3f964a5203c7f20e3,-73.9741214009634,40.75159143134631,2012-04-03 18:04:38+00:00,642_0,2012-04-03 13:04:38,0.544884,4bf58dd8d48988d100951735,1,NoCat
16,445,4b9830a5f964a520c73235e3,-73.94950923509141,40.82678953781387,2012-04-03 18:10:39+00:00,445_0,2012-04-03 13:10:39,0.549063,4bf58dd8d48988d100951735,1,NoCat
20,891,4ba8a9a9f964a5206ee539e3,-74.0758752822876,40.88302032878746,2012-04-03 18:12:09+00:00,891_0,2012-04-03 13:12:09,0.550104,4bf58dd8d48988d100951735,1,NoCat
26,642,4d9a2f78d97ba1430b43336b,-73.971854320252,40.75230660947181,2012-04-03 18:14:21+00:00,642_0,2012-04-03 13:14:21,0.551632,4bf58dd8d48988d100951735,1,NoCat
32,445,4b3a8e5df964a520d86925e3,-73.95039081573486,40.82650767315227,2012-04-03 18:16:10+00:00,445_0,2012-04-03 13:16:10,0.552894,4bf58dd8d48988d100951735,1,NoCat
35,1032,4bf5cedf4d5f20a1833d98fe,-74.1507625579834,40.90105786688402,2012-04-03 18:18:54+00:00,1032_0,2012-04-03 13:18:54,0.554792,4bf58dd8d48988d100951735,1,NoCat
46,751,49b15042f964a520d4521fe3,-74.007306,40.727612,2012-04-03 18:24:51+00:00,751_0,2012-04-03 13:24:51,0.558924,4bf58dd8d48988d100951735,1,NoCat
48,889,4c79b79381bca093e689fe14,-73.99688829591487,40.92431190858341,2012-04-03 18:26:46+00:00,889_0,2012-04-03 13:26:46,0.560255,4bf58dd8d48988d100951735,1,NoCat
60,318,4b093cd0f964a520db1423e3,-73.99068832397461,40.75099579556285,2012-04-03 18:36:56+00:00,318_0,2012-04-03 13:36:56,0.567315,4bf58dd8d48988d100951735,1,NoCat
71,445,4c1d0f98c09ed13ad4c5828e,-73.93786213355276,40.80463955350257,2012-04-03 18:44:07+00:00,445_0,2012-04-03 13:44:07,0.572303,4bf58dd8d48988d100951735,1,NoCat
80,1016,4e5dbf1e1f6e3022a71c242b,-74.01238511084367,40.91220464465255,2012-04-03 18:55:51+00:00,1016_0,2012-04-03 13:55:51,0.580451,4bf58dd8d48988d100951735,1,NoCat
82,895,4d4de33cd6f3224bca73a1a6,-73.78237724304199,40.91192343390238,2012-04-03 18:57:40+00:00,895_0,2012-04-03 13:57:40,0.581713,4bf58dd8d48988d100951735,1,NoCat
101,706,4cd1a3d601eaf04db979bf5d,-73.74452479795166,40.67755881343268,2012-04-03 19:11:04+00:00,706_0,2012-04-03 14:11:04,0.591019,4bf58dd8d48988d100951735,1,NoCat
105,1005,3fd66200f964a52004e61ee3,-73.9941164689654,40.72284169882771,2012-04-03 19:14:31+00:00,1005_0,2012-04-03 14:14:31,0.593414,4bf58dd8d48988d100951735,1,NoCat
106,706,4c3a1d102c8020a1f9d58d00,-73.76161876452181,40.68006413170521,2012-04-03 19:14:34+00:00,706_0,2012-04-03 14:14:34,0.593449,4bf58dd8d48988d100951735,1,NoCat
107,706,4bbfcfd3461576b0d4487932,-73.76331,40.68083,2012-04-03 19:15:04+00:00,706_0,2012-04-03 14:15:04,0.593796,4bf58dd8d48988d100951735,1,NoCat
116,445,4cd544d894848cfa6a0de5b1,-73.88307005845945,40.824777351716186,2012-04-03 19:20:46+00:00,445_0,2012-04-03 14:20:46,0.597755,4bf58dd8d48988d100951735,1,NoCat
118,784,4b422afbf964a5200bce25e3,-73.95202340155454,40.58532514916689,2012-04-03 19:21:00+00:00,784_0,2012-04-03 14:21:00,0.597917,4bf58dd8d48988d100951735,1,NoCat
133,173,4f67c6d5e4b0e34eb630101a,-73.88307005845945,40.75568181015381,2012-04-03 19:30:41+00:00,173_0,2012-04-03 14:30:41,0.604641,4bf58dd8d48988d100951735,1,NoCat
136,16,4459d2f1f964a520d7321fe3,-74.17938709259033,40.68968493541091,2012-04-03 19:33:58+00:00,16_0,2012-04-03 14:33:58,0.606921,4bf58dd8d48988d100951735,1,NoCat
138,467,4a737bf8f964a52091dc1fe3,-73.99057,40.707149,2012-04-03 19:35:24+00:00,467_0,2012-04-03 14:35:24,0.607917,4bf58dd8d48988d100951735,1,NoCat
153,562,4ddfe92e8877e0877e661125,-73.87670483270945,40.89621269901943,2012-04-03 19:45:22+00:00,562_0,2012-04-03 14:45:22,0.614838,4bf58dd8d48988d100951735,1,NoCat
160,667,4e555a38b0fb1e5686bd6646,-74.20418389625108,40.80050589400566,2012-04-03 19:50:54+00:00,667_0,2012-04-03 14:50:54,0.618681,4bf58dd8d48988d100951735,1,NoCat
