,POI_id,trajectory_id,norm_in_day_time
0,4bbb88fee4529521d6d054a4,181_0,0.5
1,4c65c855e2ee9c746794312f,181_0,0.5
2,4cc5fbdd306e224bd829a66c,181_0,0.5
15,4b24227df964a520ea6124e3,181_5,0.5
16,4bcb54a23740b7132e426265,181_5,0.5
17,4a65a823f964a5208cc71fe3,181_5,0.5
18,4c8ac04852a98cfa84992fe9,181_6,0.5
19,4ad8fa6ef964a520ac1621e3,181_6,0.5
20,4e6e3d8f18380b4aac553e9f,181_6,0.5
24,4afd6dcef964a520c52722e3,181_8,0.5
25,4bd1b96a77b29c7439118d82,181_8,0.5
26,49e4ec34f964a5206e631fe3,181_8,0.5
27,4d3260b2511760fc57f4e2bd,181_9,0.5
28,4b5668d6f964a520370f28e3,181_9,0.5
29,4a513b17f964a520d2b01fe3,181_9,0.5
30,4fdb31fbe4b09756c153c42f,181_10,0.5
31,4abbfc4af964a520ce8520e3,181_10,0.5
32,4a52afccf964a520e9b11fe3,181_10,0.5
36,4e4942d07d8b91a065b2d1d1,181_12,0.5
37,4b89ce3cf964a520e74d32e3,181_12,0.5
38,4e306fbe88778782372017c1,181_12,0.5
39,4e677ea014952e0a12e7db30,181_13,0.5
40,4bc0de0674a9a593e4d8d0f6,181_13,0.5
41,4b7831d2f964a5205ebb2ee3,181_13,0.5
45,4cbca639adcd5481da8e2fa2,181_15,0.5
46,4be07f2798f2a5934c72c25a,181_15,0.5
47,4bea0d9f6295c9b6f70f8608,181_15,0.5
54,4c08065b7c9ad13ab19e2c1e,181_18,0.5
55,4ed712f3b8f7e740d0bae0e0,181_18,0.5
56,4abd20f1f964a5209c8820e3,181_18,0.5
57,4d44eb661b62b1f78069f8e2,181_19,0.5
58,4add0473f964a520836321e3,181_19,0.5
59,42911d00f964a520f5231fe3,181_19,0.5
60,4bddb1eee75c0f471e39c503,181_20,0.5
61,4ab912baf964a520e77d20e3,181_20,0.5
62,4b72b08df964a520e3832de3,181_20,0.5
75,4a3ea31ef964a52030a31fe3,181_25,0.5
76,4bf804ee8d30d13a1feaff17,181_25,0.5
77,5085ab3fe4b0fa60ac580600,181_25,0.5
78,4f8cacdbe4b0af04c3918a11,181_26,0.5
79,4b97bb2cf964a520541235e3,181_26,0.5
80,4de23e57e4cd056f743ea6f3,181_26,0.5
84,4081c500f964a52081f21ee3,181_28,0.5
85,4bb7d95153649c74916146fb,181_28,0.5
86,4f2061d7e4b089ad65f8c158,181_28,0.5
87,4c40d709a48d9c74ab6c0c40,181_29,0.5
88,4b92dc22f964a520432234e3,181_29,0.5
89,4c0872116071a5936962dc32,181_29,0.5
90,4c7c071181bca09382ee0415,181_30,0.5
91,4df1b62c52b100c2d7f339d5,181_30,0.5
92,4c4dcfb2fb742d7f792a592d,181_30,0.5
93,4f61aa6310812ca122be0fc1,181_31,0.5
94,4b92e9f1f964a5208a2634e3,181_31,0.5
95,3fd66200f964a52028e41ee3,181_31,0.5
96,4f17bde4e4b0cae4b44d2ce7,181_32,0.5
97,4ae4eb45f964a5206e9f21e3,181_32,0.5
98,4f9c3302e4b0f1efa7ea0e56,181_32,0.5
99,4a9c60eef964a520ff3620e3,181_33,0.5
100,50324929e4b0fdd33b1112a9,181_33,0.5
101,4b283971f964a520289124e3,181_33,0.5
105,4edd2f0102d5244e33c13b05,181_35,0.5
106,4be37fa5b02ec9b6b6d64fc0,181_35,0.5
107,4e275a6d1f6e88a154577bf0,181_35,0.5
114,477a3514f964a520214d1fe3,181_38,0.5
115,4f612184e4b01b3ebd898091,181_38,0.5
116,4b3bef0df964a520bb7e25e3,181_38,0.5
117,4b2c7911f964a52044c724e3,181_39,0.5
118,4af1fd6ff964a520fbe421e3,181_39,0.5
119,4ad684abf964a520970721e3,181_39,0.5
126,4b85a31cf964a520296a31e3,181_42,0.5
127,3fd66200f964a520d8f11ee3,181_42,0.5
128,49d77d4df964a5202a5d1fe3,181_42,0.5
129,4b300112f964a52040f424e3,181_43,0.5
130,4adcf849f964a5200c6321e3,181_43,0.5
131,4c81086adc018cfaa883c16c,181_43,0.5
132,4a9fc4fbf964a520493d20e3,181_44,0.5
133,4cb1fa623f0676b0a417fd0c,181_44,0.5
134,4f070dd8e4b0ad9c23b7ea01,181_44,0.5
135,4e666a5f227168062a3b81bc,181_45,0.5
136,4fbfe16ae4b05190680fe0b1,181_45,0.5
137,4a3304bcf964a520f29a1fe3,181_45,0.5
138,4b14699bf964a520c7a223e3,181_46,0.5
139,4cbc63b976ad9c7435e5e7cb,181_46,0.5
140,4fc6d424e4b08f659ecd5278,181_46,0.5
141,4cbe5493611abfb717f5a405,181_47,0.5
142,4e863b32f790e3cd5056eff1,181_47,0.5
143,4ba8b4fdf964a5209ee839e3,181_47,0.5
144,4b0800f9f964a5202a0223e3,181_48,0.5
145,4b4c2b57f964a52029af26e3,181_48,0.5
146,3fd66200f964a52065eb1ee3,181_48,0.5
168,4f5907cce4b08e27a131e60f,181_56,0.5
169,4af390e7f964a520a5ee21e3,181_56,0.5
170,4aee3aa5f964a5201bd321e3,181_56,0.5
171,4a58d0acf964a520f6b71fe3,181_57,0.5
172,4a9bc45ef964a5202f3520e3,181_57,0.5
173,4aaf803ef964a520376420e3,181_57,0.5
183,4e54305d22710ebb5a878664,181_61,0.5
184,4f05d6a1e3002adb76a57deb,181_61,0.5
185,4b992b04f964a520726635e3,181_61,0.5
189,4b5923ecf964a5209e7e28e3,181_63,0.5
190,4bba7c08cf2fc9b6cba3a102,181_63,0.5
191,4d960605daec224beab30c3e,181_63,0.5
201,502e6bb9e4b00d67ee187a29,964_67,0.5
202,4b5c8c80f964a520ea3529e3,964_67,0.5
203,48c91543f964a520e4511fe3,964_67,0.5
210,4fa86af4e4b04e4b0676ad8c,1039_70,0.5
211,4ee6e1970e61681b98844283,1039_70,0.5
212,4ac4efbff964a520a79f20e3,1039_70,0.5
216,4c0a9f936071a593f3e4df32,1039_72,0.5
217,4a02d6f9f964a5206e711fe3,1039_72,0.5
218,4c65885618b676b006b0ab0e,1039_72,0.5
222,4a624a38f964a520aac31fe3,339_74,0.5
223,4a523c9df964a5206cb11fe3,339_74,0.5
224,3fd66200f964a5209beb1ee3,339_74,0.5
225,49f3a34cf964a520cd6a1fe3,339_75,0.5
226,4cced0adaa25a35dcbbf220f,339_75,0.5
227,4d1266ff12916dcb8daad58a,339_75,0.5
228,3fd66200f964a5200ce91ee3,339_76,0.5
229,4bdad87c3904a593608d479e,339_76,0.5
230,4a72e5fef964a52050db1fe3,339_76,0.5
240,4cb943d823a4199c0e49ed89,1057_80,0.5
241,4f3d9498e4b0fbbbd6b25528,1057_80,0.5
242,4fc26f8fe4b01d45bf074757,1057_80,0.5
246,4a728f52f964a52037db1fe3,1057_82,0.5
247,4de45c45ae60e7f3ac1d7925,1057_82,0.5
248,4e4c36afbd41b9fca4317c1c,1057_82,0.5
249,4e4955c0b61c6886484ccb2c,1057_83,0.5
250,4fcbb364e4b0871e0f1cc951,1057_83,0.5
251,4af23a4af964a520c2e621e3,1057_83,0.5
252,4ba14a5ef964a52092a937e3,1057_84,0.5
253,4ace6c89f964a52078d020e3,1057_84,0.5
254,4d75583efe1b721e9286b91f,1057_84,0.5
261,4c33bc7216adc9286421c49c,982_87,0.5
262,4876216df964a52011511fe3,982_87,0.5
263,42829c80f964a5206a221fe3,982_87,0.5
264,4aef64e7f964a52016d821e3,982_88,0.5
265,4c6940de8e7c0f478815df0f,982_88,0.5
266,4a60c306f964a52028c11fe3,982_88,0.5
276,4b4756c3f964a520422f26e3,982_92,0.5
