,POI_id,trajectory_id,norm_in_day_time
0,4bbb88fee4529521d6d054a4,181_0,0.5
1,4c65c855e2ee9c746794312f,181_0,0.5
2,4cc5fbdd306e224bd829a66c,181_0,0.5
3,4b08c6faf964a5201f1223e3,181_1,0.5
4,4ad68321f964a5208e0721e3,181_1,0.5
5,49c9439bf964a5204e581fe3,181_1,0.5
6,5088ad7fe4b00b147d1d09b2,181_2,0.5
7,4ffa02b2e4b01d08218d7c6d,181_2,0.5
8,4a60baf0f964a52018c11fe3,181_2,0.5
24,4afd6dcef964a520c52722e3,181_8,0.5
25,4bd1b96a77b29c7439118d82,181_8,0.5
26,49e4ec34f964a5206e631fe3,181_8,0.5
33,4de42417fa7651589f27bc0b,181_11,0.5
34,49ccb947f964a5208c591fe3,181_11,0.5
35,4a32c3f9f964a5208c9a1fe3,181_11,0.5
36,4e4942d07d8b91a065b2d1d1,181_12,0.5
37,4b89ce3cf964a520e74d32e3,181_12,0.5
38,4e306fbe88778782372017c1,181_12,0.5
42,3fd66200f964a52000e71ee3,181_14,0.5
43,4af8b51bf964a5204c0f22e3,181_14,0.5
44,4aedc59af964a520c3ce21e3,181_14,0.5
51,4dd27f5c1f6ef5f6ccd5df9c,181_17,0.5
52,4a7717adf964a5208ee31fe3,181_17,0.5
53,4e2de053a8092ca5c37048b0,181_17,0.5
57,4d44eb661b62b1f78069f8e2,181_19,0.5
58,4add0473f964a520836321e3,181_19,0.5
59,42911d00f964a520f5231fe3,181_19,0.5
60,4bddb1eee75c0f471e39c503,181_20,0.5
61,4ab912baf964a520e77d20e3,181_20,0.5
62,4b72b08df964a520e3832de3,181_20,0.5
63,44510be3f964a520a0321fe3,181_21,0.5
64,4ae49e4ff964a520639c21e3,181_21,0.5
65,4bc535885935c9b618baa5d2,181_21,0.5
69,4eeb57b62c5beea6205603d8,181_23,0.5
70,49e79ffdf964a520e3641fe3,181_23,0.5
71,4c7d8ca0b53db1f757829d11,181_23,0.5
78,4f8cacdbe4b0af04c3918a11,181_26,0.5
79,4b97bb2cf964a520541235e3,181_26,0.5
80,4de23e57e4cd056f743ea6f3,181_26,0.5
87,4c40d709a48d9c74ab6c0c40,181_29,0.5
88,4b92dc22f964a520432234e3,181_29,0.5
89,4c0872116071a5936962dc32,181_29,0.5
93,4f61aa6310812ca122be0fc1,181_31,0.5
94,4b92e9f1f964a5208a2634e3,181_31,0.5
95,3fd66200f964a52028e41ee3,181_31,0.5
96,4f17bde4e4b0cae4b44d2ce7,181_32,0.5
97,4ae4eb45f964a5206e9f21e3,181_32,0.5
98,4f9c3302e4b0f1efa7ea0e56,181_32,0.5
102,40bbc700f964a520a2001fe3,181_34,0.5
103,4b609138f964a5200cee29e3,181_34,0.5
104,49d3d4a7f964a5201a5c1fe3,181_34,0.5
108,3fd66200f964a520bbe91ee3,181_36,0.5
109,4b2ac07af964a520ecae24e3,181_36,0.5
110,4ba8b4fdf964a5209ee839e3,181_36,0.5
111,4f665eb1e4b0cded5e3e6e7d,181_37,0.5
112,4e838ce193ad6c49304782dc,181_37,0.5
113,4d9a8aa6422ea1cd98f6e84c,181_37,0.5
114,477a3514f964a520214d1fe3,181_38,0.5
115,4f612184e4b01b3ebd898091,181_38,0.5
116,4b3bef0df964a520bb7e25e3,181_38,0.5
117,4b2c7911f964a52044c724e3,181_39,0.5
118,4af1fd6ff964a520fbe421e3,181_39,0.5
119,4ad684abf964a520970721e3,181_39,0.5
123,4c4f5881eaa1be9abdf1c345,181_41,0.5
124,4a663f7cf964a52046c81fe3,181_41,0.5
125,4e3156877d8b9b256bca1e42,181_41,0.5
132,4a9fc4fbf964a520493d20e3,181_44,0.5
133,4cb1fa623f0676b0a417fd0c,181_44,0.5
134,4f070dd8e4b0ad9c23b7ea01,181_44,0.5
138,4b14699bf964a520c7a223e3,181_46,0.5
139,4cbc63b976ad9c7435e5e7cb,181_46,0.5
140,4fc6d424e4b08f659ecd5278,181_46,0.5
144,4b0800f9f964a5202a0223e3,181_48,0.5
145,4b4c2b57f964a52029af26e3,181_48,0.5
146,3fd66200f964a52065eb1ee3,181_48,0.5
147,4b7e11c2f964a5209ce12fe3,181_49,0.5
148,4b8ca10bf964a520c5d832e3,181_49,0.5
149,40cf8d80f964a52033011fe3,181_49,0.5
159,4f0ba727e4b0261c937b8781,181_53,0.5
160,4acfd8bef964a52069d620e3,181_53,0.5
161,4ad8add6f964a520a61321e3,181_53,0.5
162,4f67c6d5e4b0e34eb630101a,181_54,0.5
163,4c1290c98aedd13a88515137,181_54,0.5
164,4ee2b3caf9ab478e59c076b0,181_54,0.5
171,4a58d0acf964a520f6b71fe3,181_57,0.5
172,4a9bc45ef964a5202f3520e3,181_57,0.5
173,4aaf803ef964a520376420e3,181_57,0.5
177,4a652404f964a5205ec71fe3,181_59,0.5
178,4c5049b8f080a5932e9143e2,181_59,0.5
179,4b2d93a9f964a5201fd924e3,181_59,0.5
180,4c042894f423a593373ed116,181_60,0.5
181,4c0988846071a593f91cde32,181_60,0.5
182,4bafaa5df964a52066153ce3,181_60,0.5
183,4e54305d22710ebb5a878664,181_61,0.5
184,4f05d6a1e3002adb76a57deb,181_61,0.5
185,4b992b04f964a520726635e3,181_61,0.5
186,4bcc4cee3740b7132dba6365,181_62,0.5
187,4a3c2132f964a52022a11fe3,181_62,0.5
188,4acec156f964a520d3d120e3,181_62,0.5
189,4b5923ecf964a5209e7e28e3,181_63,0.5
190,4bba7c08cf2fc9b6cba3a102,181_63,0.5
191,4d960605daec224beab30c3e,181_63,0.5
201,502e6bb9e4b00d67ee187a29,964_67,0.5
202,4b5c8c80f964a520ea3529e3,964_67,0.5
203,48c91543f964a520e4511fe3,964_67,0.5
204,4c066dde1cead13a9bd4a1db,964_68,0.5
205,4a43bcb7f964a520bba61fe3,964_68,0.5
206,4f628d17e4b0ce431b69bafc,964_68,0.5
207,4e899a7ff5b95970d4a7e27f,1039_69,0.5
208,4d9e7b18640b54812969cc2d,1039_69,0.5
209,4b5f0221f964a520fea129e3,1039_69,0.5
213,4176fc00f964a520b61d1fe3,1039_71,0.5
214,4aaa4e0ef964a520ad5520e3,1039_71,0.5
215,4cf907ea3875b1f79311973c,1039_71,0.5
216,4c0a9f936071a593f3e4df32,1039_72,0.5
217,4a02d6f9f964a5206e711fe3,1039_72,0.5
218,4c65885618b676b006b0ab0e,1039_72,0.5
219,4ba50a3ef964a5204cd438e3,1039_73,0.5
220,49de2becf964a5202b601fe3,1039_73,0.5
221,4a01f87bf964a5201a711fe3,1039_73,0.5
222,4a624a38f964a520aac31fe3,339_74,0.5
223,4a523c9df964a5206cb11fe3,339_74,0.5
224,3fd66200f964a5209beb1ee3,339_74,0.5
228,3fd66200f964a5200ce91ee3,339_76,0.5
229,4bdad87c3904a593608d479e,339_76,0.5
230,4a72e5fef964a52050db1fe3,339_76,0.5
246,4a728f52f964a52037db1fe3,1057_82,0.5
247,4de45c45ae60e7f3ac1d7925,1057_82,0.5
248,4e4c36afbd41b9fca4317c1c,1057_82,0.5
264,4aef64e7f964a52016d821e3,982_88,0.5
265,4c6940de8e7c0f478815df0f,982_88,0.5
266,4a60c306f964a52028c11fe3,982_88,0.5
267,4c8bcae7c37a6dcb2c15f17a,982_89,0.5
268,4d9e5fb52052f04d07c8b494,982_89,0.5
269,4a35477cf964a520b79c1fe3,982_89,0.5
276,4b4756c3f964a520422f26e3,982_92,0.5
277,4c3f6b713735be9a795b15a4,982_92,0.5
278,4e760aa5b61c22c638709910,982_92,0.5
285,4c879d1bb504a1435cd6b71c,995_95,0.5
