,Unnamed: 0,user_id,POI_id,latitude,longitude,UTC_time,trajectory_id,localtime,norm_in_day_time,POI_catid,POI_catid_code,POI_catname,label
0,22876.0,642.0,4d9a2f78d97ba1430b43336b,-73.971854320252,40.75230660947181,2023-05-32 00:12:00+00:00,642_7,2012-04-18 12:44:11,0.5,4bf58dd8d48988d100951735,1.0,NoCat,1.0
1,90696.0,642.0,4d9a2f78d97ba1430b43336b,-73.971854320252,40.75230660947181,2023-05-32 00:12:00+00:00,642_19,2012-05-31 15:58:44,0.5,4bf58dd8d48988d100951735,1.0,NoCat,1.0
2,44429.0,642.0,4d9a8aa6422ea1cd98f6e84c,-73.97536684912832,40.62098150778056,2023-05-32 00:12:00+00:00,642_13,2012-05-01 17:16:18,0.5,4bf58dd8d48988d100951735,1.0,NoCat,0.0
3,209969.0,642.0,4a5dd98ef964a520c2bd1fe3,-73.98849808812169,40.73784112293886,2023-05-32 00:12:00+00:00,642_35,2013-01-10 13:52:34,0.5,4bf58dd8d48988d100951735,1.0,NoCat,0.0
4,56749.0,445.0,4ddb05fb8877102e8a85cc02,-73.9464324937478,40.82709357391867,2023-05-32 00:12:00+00:00,445_33,2012-05-09 00:52:49,0.5,4bf58dd8d48988d100951735,1.0,NoCat,1.0
5,135893.0,445.0,4e19c38514957dc705e3c599,-73.94561737869883,40.82731769448724,2023-05-32 00:12:00+00:00,445_77,2012-07-17 02:16:38,0.5,4bf58dd8d48988d100951735,1.0,NoCat,1.0
6,181254.0,445.0,4840fe6bf964a52030501fe3,-73.99154663085938,40.75722129839836,2023-05-32 00:12:00+00:00,445_119,2012-11-22 10:51:46,0.5,4bf58dd8d48988d100951735,1.0,NoCat,0.0
7,153786.0,445.0,4c08065b7c9ad13ab19e2c1e,-73.94527296285732,40.80664996861591,2023-05-32 00:12:00+00:00,445_88,2012-09-05 07:54:44,0.5,4bf58dd8d48988d100951735,1.0,NoCat,0.0
8,120105.0,891.0,4ec1e417f5b9abc8bcde8598,-73.96537147003376,40.84637533928019,2023-05-32 00:12:00+00:00,891_49,2012-07-03 16:02:28,0.5,4bf58dd8d48988d100951735,1.0,NoCat,1.0
9,10555.0,891.0,4ec1e417f5b9abc8bcde8598,-73.96537147003376,40.84637533928019,2023-05-32 00:12:00+00:00,891_3,2012-04-11 18:04:32,0.5,4bf58dd8d48988d100951735,1.0,NoCat,1.0
10,109156.0,891.0,4b5b389ff964a5203fec28e3,-74.013542085886,40.81342911263693,2023-05-32 00:12:00+00:00,891_45,2012-06-13 17:32:02,0.5,4bf58dd8d48988d100951735,1.0,NoCat,0.0
11,31041.0,891.0,4840fef8f964a52031501fe3,-74.06779646873474,40.81143815229546,2023-05-32 00:12:00+00:00,891_13,2012-04-22 15:37:52,0.5,4bf58dd8d48988d100951735,1.0,NoCat,0.0
12,8130.0,803.0,4c955b3558d4b60c06d03129,-74.00367709397945,40.76067264603736,2023-05-32 00:12:00+00:00,803_1,2012-04-10 06:08:20,0.5,4bf58dd8d48988d100951735,1.0,NoCat,1.0
13,171690.0,803.0,4a65b705f964a5208fc71fe3,-74.01072978973389,40.77662552133105,2023-05-32 00:12:00+00:00,803_26,2012-11-05 19:10:33,0.5,4bf58dd8d48988d100951735,1.0,NoCat,1.0
14,601.0,803.0,4ab04eb9f964a520fe6620e3,-73.99165450210911,40.7260600748942,2023-05-32 00:12:00+00:00,803_0,2012-04-03 18:22:45,0.5,4bf58dd8d48988d100951735,1.0,NoCat,0.0
15,20301.0,803.0,42829c80f964a5206a221fe3,-73.97717535495758,40.75280620914171,2023-05-32 00:12:00+00:00,803_3,2012-04-17 06:40:08,0.5,4bf58dd8d48988d100951735,1.0,NoCat,0.0
16,106957.0,699.0,4ba0e0edf964a520138437e3,-73.98891,40.736676,2023-05-32 00:12:00+00:00,699_24,2012-06-12 08:45:17,0.5,4bf58dd8d48988d100951735,1.0,NoCat,1.0
17,88992.0,699.0,49e34b16f964a5206f621fe3,-73.99030208587646,40.73753501383214,2023-05-32 00:12:00+00:00,699_17,2012-05-29 16:21:58,0.5,4bf58dd8d48988d100951735,1.0,NoCat,1.0
18,21016.0,699.0,3fd66200f964a5206ce41ee3,-73.98822261680137,40.73771556288177,2023-05-32 00:12:00+00:00,699_3,2012-04-17 12:09:13,0.5,4bf58dd8d48988d100951735,1.0,NoCat,0.0
19,2023.0,699.0,4b8ecf45f964a520843833e3,-73.98869276046753,40.73559207942734,2023-05-32 00:12:00+00:00,699_0,2012-04-04 12:29:21,0.5,4bf58dd8d48988d100951735,1.0,NoCat,0.0
20,12532.0,1032.0,4f4c8043e4b0393385cf7b81,-74.065925,40.875788,2023-05-32 00:12:00+00:00,1032_7,2012-04-12 18:21:53,0.5,4bf58dd8d48988d100951735,1.0,NoCat,1.0
21,35.0,1032.0,4bf5cedf4d5f20a1833d98fe,-74.1507625579834,40.90105786688402,2023-05-32 00:12:00+00:00,1032_0,2012-04-03 13:18:54,0.5,4bf58dd8d48988d100951735,1.0,NoCat,0.0
22,61235.0,751.0,4d8cf0c55234a09063b5aabd,-74.00296,40.730121,2023-05-32 00:12:00+00:00,751_4,2012-05-11 17:00:31,0.5,4bf58dd8d48988d100951735,1.0,NoCat,1.0
23,5893.0,751.0,41005500f964a5204e0b1fe3,-73.98817096588479,40.666674206504105,2023-05-32 00:12:00+00:00,751_1,2012-04-08 16:18:40,0.5,4bf58dd8d48988d100951735,1.0,NoCat,1.0
24,98022.0,751.0,4d90ef861716a1430e6d6df7,-73.95522059339255,40.73670404816863,2023-05-32 00:12:00+00:00,751_7,2012-06-06 20:27:46,0.5,4bf58dd8d48988d100951735,1.0,NoCat,0.0
